,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Oregon Law Review,Vol.  84,4 (2005),2005,1127,1180,1127-1180
0,Duke Law Journal,Vol.  56,1 (October 2006),2006,101,126,101-126
0,Columbia Law Review,Vol.  111,5 (June 2011),2011,1090,1136,1090-1136
0,Columbia Law Review,Vol.  113,3 (April 2013),2013,817,[i],817-[i]
0,Hastings Law Journal,Vol.  65,6 (2014),2014,1483,1504,1483-1504
0,Notre Dame Law Review,Vol.  89,1 (November 2013),2013,319,360,319-360
0,California Law Review,Vol.  102,1 (February 2014),2014,53,86,53-86
0,Northwestern University Law Review,Vol.  109,2 (Winter 2015),2015,343,382,343-382
0,Arizona Law Review,Vol.  54,3 (2012),2012,673,718,673-718
0,Erasmus Law Review,Vol.  1,4 (2008),2008,59,74,59-74
0,Journal of Contemporary Health Law and Policy,Vol.  17,2 (Summer 2001),2001,403,428,403-428
0,Review of Law and Economics,Vol.  5,3 (2009),2009,1063,1080,1063-1080
0,George Mason Law Review,Vol.  13,2 (Winter 2005),2005,309,324,309-324
0,University of Illinois Law Review,Vol.  2011,5 (2011),2011,1593,1606,1593-1606
0,"Journal of Law, Economics & Policy",Vol.  3,1 (Winter 2006),2006,1,24,1-24
0,Boston University Journal of Science and Technology Law,Vol.  25,1 (Winter 2019),2019,60,99,60-99
0,UCLA Law Review,Vol.  66,2 (March 2019),2019,400,447,400-447
0,New York University Journal of Law and Business,Vol.  13,1 (Fall 2016),2016,1,32,1-32
0,Columbia Journal of Law & the Arts,Vol.  39,2 (2015),2015,233,280,233-280
0,Berkeley Technology Law Journal,Vol.  33,3 (2018),2018,711,732,711-732
0,Maastricht Journal of European and Comparative Law,Vol.  9,2 (2002),2002,161,188,161-188
0,Review of Law and Economics,Vol.  4,3 (2008),2008,693,694,693-694
0,Review of Law and Economics,Vol.  5,1 (2009),2009,163,176,163-176
0,Preview of United States Supreme Court Cases,Vol.  41,4 (January 13,13,177,179,177-179
0,Preview of United States Supreme Court Cases,Vol.  44,2 (October 31,31,67,69,67-69
0,Global Jurist,Vol.  3,1 (2003),2003,[i],41,[i]-41
0,Iowa Law Review,Vol.  99,2 (January 2014),2014,523,570,523-570
0,Virginia Tax Review,Vol.  28,3 (Winter 2009),2009,673,732,673-732
0,Seton Hall Law Review,Vol.  42,3 (2012),2012,819,878,819-878
0,Kentucky Law Journal,Vol.  99,4 (2010-2011),2010,731,782,731-782
0,Seton Hall Law Review,Vol.  45,1 (2015),2015,1,62,1-62
0,Villanova Law Review,Vol.  61,1 (2016),2016,99,152,99-152
0,U.C. Davis Law Review,Vol.  50,2 (December 2016),2016,659,688,659-688
0,Stanford Law Review,Vol.  59,3 (December 2006),2006,551,600,551-600
0,UCLA Law Review,Vol.  55,6 (August 2008),2008,1621,1674,1621-1674
0,Boston College Law Review,Vol.  47,2 (March 2006),2006,275,344,275-344
0,Georgetown Immigration Law Journal,Vol.  15,3 (Spring 2001),2001,519,562,519-562
0,Notre Dame Law Review,Vol.  84,2 (January 2009),2009,887,912,887-912
0,DePaul Law Review,Vol.  56,2 (Winter 2007),2007,539,568,539-568
0,Fordham Law Review,Vol.  82,2 (November 2013),2013,803,826,803-826
0,Cornell Law Review,Vol.  94,1 (November 2008),2008,73,132,73-132
0,Yale Journal of Law and the Humanities,Vol.  22,2 (Summer 2010),2010,441,466,441-466
0,Southern California Law Review,Vol.  89,3 (March 2016),2016,541,574,541-574
0,Cornell Journal of Law and Public Policy,Vol.  19,3 (Summer 2010),2010,751,760,751-760
0,Tulsa Law Review,Vol.  45,4 (Summer 2010),2010,605,618,605-618
0,St. John's Journal of Legal Commentary,Vol.  22,2 (Fall 2007),2007,535,558,535-558
0,UC Irvine Law Review,Vol.  5,2 (June 2015),2015,365,392,365-392
0,Northwestern University Law Review Colloquy,Vol.  104,,,95,108,95-108
0,Northwestern University Law Review,Vol.  113,6 (2019),2019,1335,1370,1335-1370
0,Law and History Review,Vol.  37,3 (August 2019),2019,763,786,763-786
0,Law and History Review,Vol.  27,3 (Fall 2009),2009,685,687,685-687
0,Cornell Law Forum,Vol.  32,3 (Spring 2006),2006,14,16,14-16
0,Stanford Law Review Online,Vol.  70,,,20,22,20-22
0,University of Illinois Law Review,Vol.  2008,1 (2008),2008,265,304,265-304
0,Yale Journal of International Law,Vol.  25,2 (Summer 2000),2000,323,362,323-362
0,Harvard International Law Journal,Vol.  54,1 (Winter 2013),2013,61,96,61-96
0,Journal of Legal Studies,Vol.  34,2 (June 2005),2005,557,598,557-598
0,Journal of Legal Studies,Vol.  31,1 - Part 2 (January 2002),2002,S205,S236,S205-S236
0,Indiana Journal of Global Legal Studies,Vol.  16,2 (Summer 2009),2009,437,482,437-482
0,Human Rights Quarterly,Vol.  37,3 (August 2015),2015,579,608,579-608
0,American Society of International Law Proceedings,Vol.  95,,,271,279,271-279
0,World Politics,Vol.  66,1 (January 2014),2014,12,46,12-46
0,Minnesota Journal of International Law,Vol.  20,2 (Summer 2011),2011,198,222,198-222
0,New York University Journal of International Law and Politics,Vol.  44,3 (Spring 2012),2012,729,750,729-750
0,World Politics,Vol.  45,3 (April 1993),1993,361,405,361-405
0,Nordisk Tidsskrift for Menneskerettigheter,Vol.  27,1 (2009),2009,64,81,64-81
0,Law and Contemporary Problems,Vol.  81,4 (2018),2018,31,72,31-72
0,American Journal of International Law,Vol.  109,2 (April 2015),2015,442,448,442-448
0,Harvard Journal of Law & Public Policy,Vol.  26,3 (Summer 2003),2003,811,876,811-876
0,Washington Law Review,Vol.  77,1 (January 2002),2002,65,168,65-168
0,Ohio State Law Journal,Vol.  67,3 (2006),2006,645,692,645-692
0,Case Western Reserve Law Review,Vol.  61,2 (Winter 2010),2010,453,496,453-496
0,University of Hawai'i Law Review,Vol.  21,1 (Summer 1999),1999,73,130,73-130
0,Seattle University Law Review,Vol.  33,1 (Fall 2009),2009,151,190,151-190
0,Hastings Law Journal,Vol.  66,3 (2015),2015,777,794,777-794
0,Drake Law Review,Vol.  56,1 (2007),2007,1,16,1-16
0,Ohio State Law Journal Furthermore,Vol.  73,,,27,40,27-40
0,Tennessee Law Review,Vol.  80,1 (Fall 2012),2012,45,68,45-68
0,American University Law Review,Vol.  58,1 (October 2008),2008,85,126,85-126
0,Marquette Law Review ,Vol.  91,3 (Spring 2008),2008,815,838,815-838
0,University of Louisville Law Review,Vol.  52,2 (Winter 2014),2014,265,300,265-300
0,Hofstra Law Review,Vol.  46,3 (Spring 2018),2018,913,946,913-946
0,Fordham Law Review Res Gestae,Vol.  84,,,24,30,24-30
0,University of Pennsylvania Law Review Online,Vol.  165,,,109,112,109-112
0,Columbia Law Review ,Vol.  108,1 (January 2008),2008,55,142,55-142
0,Virginia Law Review ,Vol.  95,1 (March 2009),2009,1,98,1-98
0,Virginia Law Review,Vol.  93,4 (June 2007),2007,853,958,853-958
0,Stanford Law Review,Vol.  62,4 (April 2010),2010,1051,1118,1051-1118
0,Minnesota Law Review,Vol.  92,6 (June 2008),2008,1629,1723,1629-1723
0,Wisconsin Law Review,Vol.  2005,1 (2005),2005,35,114,35-114
0,Columbia Human Rights Law Review,Vol.  33,1 (Fall 2001 ),2001,41,148,41-148
0,Virginia Law Review,Vol.  97,8 (December 2011),2011,1775,1876,1775-1876
0,California Law Review,Vol.  95,2 (April 2007),2007,383,450,383-450
0,Virginia Law Review,Vol.  101,7 (November 2015),2015,1789,1854,1789-1854
0,University of Pennsylvania Law Review,Vol.  163,1 (December 2014),2014,95,164,95-164
0,Cornell Law Review,Vol.  98,1 (November 2012),2012,47,126,47-126
0,Virginia Law Review,Vol.  101,2 (April 2015),2015,395,454,395-454
0,Yale Law & Policy Review,Vol.  22,2 (Spring 2004),2004,261,328,261-328
0,Columbia Law Review,Vol.  100,7 (November 2000),2000,1815,1846,1815-1846
0,Columbia Law Review,Vol.  104,4 (May 2004),2004,837,974,837-974
0,Fordham Law Review,Vol.  78,6 (May 2010),2010,2919,2960,2919-2960
0,Virginia Law Review,Vol.  103,2 (April 2017),2017,211,308,211-308
0,Duke Law Journal,Vol.  56,1 (October 2006),2006,127,178,127-178
0,Cardozo Law Review,Vol.  30,3 (December 2008),2008,917,948,917-948
0,Notre Dame Law Review,Vol.  88,2 (December 2012),2012,593,648,593-648
0,Southern California Law Review,Vol.  87,3 (March 2014),2014,499,544,499-544
0,Washington and Lee Law Review,Vol.  70,2 (Spring 2013),2013,927,960,927-960
0,University of Chicago Law Review Dialogue,Vol.  80,,,116,129,116-129
0,Boston University Law Review,Vol.  97,4 (July 2017),2017,1309,1356,1309-1356
0,Yale Law Journal Forum,Vol.  126,,,33,56,33-56
0,Notre Dame Law Review,Vol.  91,2 (December 2015),2015,757,814,757-814
0,Georgetown Law Journal,Vol.  105,3 (March 2017),2017,661,730,661-730
0,William & Mary Law Review,Vol.  57,4 (March 2016),2016,1415,1444,1415-1444
0,Virginia Law Review Online,Vol.  101,,,60,72,60-72
0,Washington and Lee Law Review,Vol.  73,3 (Summer 2016),2016,1147,1188,1147-1188
0,Journal of Criminal Law and Criminology,Vol.  107,4 (Fall 2017),2017,561,642,561-642
0,Journal of Empirical Legal Studies,Vol.  10,3 (2013),2013,484,511,484-511
0,Virginia Journal of Criminal Law,Vol.  2,1 (2014),2014,1,24,1-24
0,Cornell Law Review Online,Vol.  99-100,,,207,216,207-216
0,Fordham Law Review,Vol.  86,4 (March 2018),2018,1559,1600,1559-1600
0,University of Richmond Law Review,Vol.  49,3 (March 2015),2015,895,920,895-920
0,Boston College Law Review,Vol.  58,5 (November 2017),2017,1483,1544,1483-1544
0,Litigation,Vol.  42,4 (Summer 2016),2016,32,36,32-36
0,Cornell Law Review,Vol.  101,1 (November 2015),2015,57,122,57-122
0,Criminal Justice,Vol.  26,4 (Winter 2012),2012,30,42,30-42
0,Yale Law Journal Forum,Vol.  126,,,417,430,417-430
0,Litigation,Vol.  37,4 (Summer 2011),2011,54,58,54-58
0,Michigan Law Review,Vol.  112,6 (April 2014),2014,979,992,979-992
0,Minnesota Law Review,Vol.  102,1 (November 2017),2017,61,126,61-126
0,Harvard Law Review Forum,Vol.  130,7 (May 2017),2017,287,298,287-298
0,West Virginia Law Review,Vol.  119,2 (Winter 2016),2016,621,710,621-710
0,University of Pennsylvania Law Review Online,Vol.  162,,,221,230,221-230
0,California Law Review,Vol.  105,4 (August 2017),2017,1173,1222,1173-1222
0,Behavioral Sciences & the Law,Vol.  36,5 (September/October 2018),2018,565,575,565-575
0,George Washington Law Review,Vol.  86,6 (November 2018),2018,1490,1524,1490-1524
0,University of Pennsylvania Law Review,Vol.  166,4 (March 2018),2018,901,960,901-960
0,New England Law Review,Vol.  46,4 (Summer 2012),2012,671,688,671-688
0,Michigan Law Review,Vol.  115,6 (April 2017),2017,979,1000,979-1000
0,Court Review,Vol.  48,4 (2012),2012,132,137,132-137
0,Virginia Law Review,Vol.  104,8 (December 2018),2018,1471,1528,1471-1528
0,Virginia Law Review in Brief,Vol.  93,,,105,114,105-114
0,Florida Law Review Forum,Vol.  66,,,1,4,1-4
0,Notre Dame Law Review,Vol.  94,3 (January 2019),2019,1255,1312,1255-1312
0,UCLA Law Review Discourse,Vol.  66,,,64,79,64-79
0,Judicature,Vol.  102,1 (Spring 2018),2018,15,17,15-17
0,Judicature,Vol.  103,2 (Summer 2019),2019,42,49,42-49
0,Virginia Journal of Criminal Law,Vol.  6,2 (2018),2018,1,7,1-7
0,Human Rights,Vol.  42,2 (2016),2016,2,9,2-9
0,Texas Law Review,Vol.  96,1 (November 2017),2017,163,180,163-180
0,Behavioral Sciences & the Law,Vol.  37,2 (March - April 2019),2019,195,[iii],195-[iii]
0,Law and Financial Markets Review,Vol.  11,2-3 (June-September 2017),2017,55,60,55-60
0,Cornell Law Review Online,Vol.  98,,,35,42,35-42
0,Texas Law Review See Also,Vol.  94,,,178,187,178-187
0,Cornell Law Review,Vol.  104,4 (May 2019),2019,855,898,855-898
0,Case Western Reserve Law Review,Vol.  68,3 (Spring 2018),2018,681,684,681-684
0,Vanderbilt Law Review,Vol.  65,2 (March 2012),2012,449,506,449-506
0,Criminal Justice and Behavior,Vol.  46,6 (June 2019),2019,799,810,799-810
0,Columbia Journal of Gender and Law,Vol.  15,1 (2006),2006,185,235,185-235
0,Yale Journal of Law and Feminism,Vol.  15,2 (2003),2003,225,288,225-288
0,"American University Journal of Gender, Social Policy & the Law",Vol.  11,2 (2002-2003),2002,921,962,921-962
0,Fordham Urban Law Journal,Vol.  33,2 (January 2006),2006,571,608,571-608
0,University of Dayton Law Review,Vol.  24,1 (Fall 1998),1998,151,186,151-186
0,UCLA Law Review,Vol.  59,6 (August 2012),2012,1690,1745,1690-1745
0,Criminal Justice,Vol.  16,1 (Spring 2001),2001,30,37,30-37
0,Women's Rights Law Reporter,Vol.  29,1 (Fall 2007),2007,1,10,1-10
0,Auckland University Law Review,Vol.  6,2 (August 1989),1989,245,262,245-262
0,Washington University Journal of Law & Policy,Vol.  51,,,11,22,11-22
0,North Carolina Law Review,Vol.  93,5 (June 2015),2015,1559,1596,1559-1596
0,"American University Journal of Gender, Social Policy & the Law",Vol.  11,1 (2002-2003),2002,1,8,1-8
0,Clearinghouse Review,Vol.  24,5 - Special,,490,492,490-492
0,Criminal Law Brief,Vol.  3,2 (Spring 2008),2008,10,18,10-18
0,Auckland University Law Review,Vol.  6,1 (August 1988),1988,[i],[ii],[i]-[ii]
0,FIU Law Review,Vol.  8,2 (Spring 2013),2013,469,500,469-500
0,University of the District of Columbia David A. Clarke School of Law Law Review,Vol.  7,,,232,238,232-238
0,Criminal Law Brief,Vol.  3,2 (Spring 2008),2008,19,28,19-28
0,Tax Law Review,Vol.  65,3 (Spring 2012),2012,535,618,535-618
0,Virginia Tax Review,Vol.  29,4 (Spring 2010),2010,645,694,645-694
0,Florida Tax Review,Vol.  10,6 & 7 (2010),2010,411,458,411-458
0,Florida Tax Review,Vol.  15,10 (2014),2014,737,798,737-798
0,Columbia Journal of Tax Law,Vol.  5,1 (2013),2013,1,39,1-39
0,Baylor Law Review,Vol.  68,1 (Winter 2016),2016,1,58,1-58
0,Houston Law Review,Vol.  53,1 (Fall 2015),2015,193,244,193-244
0,Florida Tax Review,Vol.  16,10 (2014),2014,519,584,519-584
0,Baylor Law Review,Vol.  63,2 (2011),2011,392,439,392-439
0,Houston Business and Tax Law Journal,Vol.  12,1 (2011-2012),2011,1,81,1-81
0,Tax Lawyer,Vol.  53,4 (Summer 2000),2000,859,886,859-886
0,"Texas Journal of Oil, Gas and Energy Law",Vol.  9,2 (2013-2014),2013,319,356,319-356
0,Nebraska Law Review,Vol.  91,1 (2012),2012,170,213,170-213
0,Tax Executive,Vol.  53,5 (September-October 2001),2001,365,372,365-372
0,Florida Tax Review,Vol.  20,2 (2016),2016,70,vi,70-vi
0,Brigham Young University Law Review,Vol.  2016,6 (2016),2016,1895,1966,1895-1966
0,Houston Business and Tax Law Journal,Vol.  14,1 (2013-2014),2013,1,23,1-23
0,Virginia Tax Review,Vol.  37,2 (Winter 2018),2018,365,420,365-420
0,International Tax Journal,Vol.  28,3 (Summer 2002),2002,21,50,21-50
0,International Tax Journal,Vol.  39,1 (January-February 2013),2013,5,50,5-50
0,Baylor Law Review,Vol.  71,1 (Winter 2019),2019,63,167,63-167
0,Michigan Journal of Environmental & Administrative Law,Vol.  8,1 (Fall 2018),2018,115,184,115-184
0,Tax Executive,Vol.  65,1 (February-March 2013),2013,11,14,11-14
0,American University Law Review,Vol.  68,2 (December 2018),2018,447,514,447-514
0,Columbia Law Review,Vol.  107,1 (January 2007),2007,257,302,257-302
0,Minnesota Law Review,Vol.  89,4 (April 2005),2005,917,1030,917-1030
0,Cornell Law Review ,Vol.  95,4 (May 2010),2010,657,710,657-710
0,Berkeley Technology Law Journal,Vol.  15,3 (2000),2000,865,932,865-932
0,Vermont Law Review,Vol.  24,2 (Winter 2000),2000,347,416,347-416
0,Jurimetrics,Vol.  47,4 (Summer 2007),2007,383,428,383-428
0,Antitrust Law Journal,Vol.  75,1 (2008),2008,1,66,1-66
0,Columbia Science and Technology Law Review,Vol.  2,,,1,70,1-70
0,Buffalo Law Review,Vol.  51,3 (Summer 2003),2003,679,810,679-810
0,Review of Law and Economics,Vol.  3,3 (2007),2007,649,677,649-677
0,William and Mary Law Review,Vol.  51,2 (November 2009),2009,801,824,801-824
0,Fordham Law Review,Vol.  77,5 (April 2009),2009,2143,2168,2143-2168
0,University of Chicago Law Review,Vol.  74,3 (Summer 2007),2007,1083,1144,1083-1144
0,Washington University Journal of Law & Policy,Vol.  30,1 (2009),2009,365,404,365-404
0,University of Chicago Legal Forum,Vol.  2008,,,301,334,301-334
0,Wisconsin Law Review,Vol.  2011,2 (2011),2011,123,140,123-140
0,Loyola University Chicago Law Journal,Vol.  35,1 (Fall 2003),2003,205,234,205-234
0,Michigan State Law Review,Vol.  2005,1 (Spring 2005),2005,121,136,121-136
0,Loyola University Chicago Law Journal,Vol.  36,2 (Winter 2005),2005,457,468,457-468
0,Georgetown International Environmental Law Review,Vol.  13,2 (2001),2001,463,508,463-508
0,Ecology Law Quarterly ,Vol.  35,2 (2008),2008,151,178,151-178
0,UCLA Law Review Discourse,Vol.  64,,,372,391,372-391
0,Cardozo Arts & Entertainment Law Journal,Vol.  32,3 (2014),2014,784,812,784-812
0,Cornell Law Review ,Vol.  95,4 (May 2010),2010,839,850,839-850
0,Theoretical Inquiries in Law,Vol.  17,2 (July 2016),2016,535,562,535-562
0,Cardozo Arts & Entertainment Law Journal,Vol.  31,3 (2013),2013,624,641,624-641
0,Review of Law and Economics,Vol.  7,1 (2011),2011,89,120,89-120
0,Journal of the Copyright Society of the U.S.A.,Vol.  52,3 (Spring 2005),2005,329,344,329-344
0,Fordham Law Review,Vol.  77,5 (April 2009),2009,2003,2004,2003-2004
0,Cardozo Arts & Entertainment Law Journal,Vol.  34,3 (2016),2016,557,579,557-579
0,Cardozo Arts & Entertainment Law Journal,Vol.  35,3 (2017),2017,575,604,575-604
0,Alabama Law Review,Vol.  61,3 (2010),2010,579,586,579-586
0,Texas Law Review See Also,Vol.  93,,,231,246,231-246
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  33,2 (Summer 1998),1998,443,504,443-504
0,North Carolina Law Review,Vol.  73,1 (November 1994),1994,7,114,7-114
0,Georgia Law Review,Vol.  30,1 (Fall 1995),1995,85,170,85-170
0,Administrative Law Review,Vol.  54,3 (Summer 2002),2002,1025,1124,1025-1124
0,William & Mary Bill of Rights Journal,Vol.  14,4 (April 2006),2006,1251,1308,1251-1308
0,Emory Law Journal ,Vol.  41,,,961,1058,961-1058
0,Washington and Lee Law Review,Vol.  47,1 (Winter 1990),1990,213,226,213-226
0,Federal Communications Law Journal,Vol.  37,3 (July 1985),1985,403,454,403-454
0,Columbia Journal of Law & the Arts,Vol.  39,1 (2015),2015,55,118,55-118
0,Administrative Law Review,Vol.  41,2 (Spring 1989),1989,159,200,159-200
0,Judicature,Vol.  75,6 (April-May 1992),1992,329,333,329-333
0,Kentucky Law Journal,Vol.  90,4 (2001-2002),2001,891,934,891-934
0,Tulane Law Review,Vol.  60,4,,697,750,697-750
0,Hofstra Law Review,Vol.  29,1 (Fall 2000),2000,127,206,127-206
0,Administrative & Regulatory Law News,Vol.  28,3 (Spring 2003),2003,8,10,8-10
0,William & Mary Bill of Rights Journal,Vol.  26,4 (May 2018),2018,995,1058,995-1058
0,Washington and Lee Law Review,Vol.  50,1 (Winter 1993),1993,211,218,211-218
0,International Business Lawyer,Vol.  29,3 (March 2001),2001,111,117,111-117
0,Workers' Compensation Law Review,Vol.  25,,,275,320,275-320
0,North Carolina Law Review,Vol.  78,2 (January 2000),2000,257,370,257-370
0,Georgetown Journal of International Law,Vol.  42,3 (2011),2011,639,672,639-672
0,Indiana Law Journal,Vol.  80,3 (Summer 2005),2005,605,726,605-726
0,Air and Space Law,Vol.  37,1 (February 2012),2012,3,34,3-34
0,Boston University International Law Journal,Vol.  29,1 (Spring 2011),2011,1,40,1-40
0,Ohio State Law Journal,Vol.  61,1 (2000),2000,167,266,167-266
0,William and Mary Law Review,Vol.  41,4 (April 2000),2000,1247,1302,1247-1302
0,Air and Space Law,Vol.  34,2 (April 2009),2009,141,148,141-148
0,Issues in Aviation Law and Policy,Vol.  11,1 (Autumn 2011),2011,7,22,7-22
0,Issues in Aviation Law and Policy,Vol.  12,2 (Winter 2013),2013,311,372,311-372
0,Issues in Aviation Law and Policy,Vol.  2001-2004,,,13201,13226,13201-13226
0,Issues in Aviation Law and Policy,Vol.  8,2 (Spring 2009),2009,127,134,127-134
0,Air and Space Law,Vol.  34,6 (November 2009),2009,447,452,447-452
0,Issues in Aviation Law and Policy,Vol.  15,1 (Autumn 2015),2015,7,28,7-28
0,DePaul Law Review,Vol.  65,1 (Fall 2015),2015,107,122,107-122
0,Irish Jurist,Vol.  44,,,47,94,47-94
0,Issues in Aviation Law and Policy,Vol.  2004-2008,,,13051,13082,13051-13082
0,Issues in Aviation Law and Policy,Vol.  2001-2004,,,4051,4096,4051-4096
0,Cape Town Convention Journal,Vol.  3,,,81,94,81-94
0,Issues in Aviation Law and Policy,Vol.  15,1 (Autumn 2015),2015,181,240,181-240
0,Issues in Aviation Law and Policy,Vol.  2001-2004,,,4101,4122,4101-4122
0,Issues in Aviation Law and Policy,Vol.  2001-2004,,,13101,13132,13101-13132
0,DePaul Business Law Journal,Vol.  14,2 (Spring 2002),2002,341,352,341-352
0,Issues in Aviation Law and Policy,Vol.  15,1 (Autumn 2015),2015,1,2,1-2
0,Issues in Aviation Law and Policy,Vol.  2004-2008,,,13125,13134,13125-13134
0,Issues in Aviation Law and Policy,Vol.  11,3 (Spring 2012),2012,321,326,321-326
0,Issues in Aviation Law and Policy,Vol.  8,1 (Autumn 2008),2008,7,32,7-32
0,Preview of United States Supreme Court Cases,Vol.  1998-1999,2 (October 23,23,60,65,60-65
0,Issues in Aviation Law and Policy,Vol.  2004-2008,,,13211,13224,13211-13224
0,Air and Space Law,Vol.  43,4-5 (September 2018),2018,367,370,367-370
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,Issues in Aviation Law and Policy,Vol.  17,1 (Autumn 2017),2017,139,[ii],139-[ii]
0,Issues in Aviation Law and Policy,Vol.  12,2 (Winter 2013),2013,v,viii,v-viii
0,Issues in Aviation Law and Policy,Vol.  16,1 (Autumn 2016),2016,193,252,193-252
0,Issues in Aviation Law and Policy,Vol.  11,2 (Winter 2012),2012,v,vi,v-vi
0,ILSA Quartarly,Vol.  17,3 (February 2009),2009,14,17,14-17
0,Yale Law & Policy Review ,Vol.  26,1 (Fall 2007),2007,135,208,135-208
0,Law & Society Review,Vol.  37,4 (2003),2003,731,764,731-764
0,Southern University Law Review,Vol.  38,2 (2011),2011,233,272,233-272
0,Wisconsin Law Review,Vol.  2005,2 (2005),2005,713,746,713-746
0,American Bankruptcy Institute Law Review,Vol.  20,1 (Spring 2012),2012,291,352,291-352
0,University of San Francisco Law Review,Vol.  48,4 (Spring 2014),2014,621,672,621-672
0,Journal of Legal Education,Vol.  58,4 (2008),2008,481,519,481-519
0,Journal of the Legal Profession,Vol.  36,2 (Spring 2012),2012,353,414,353-414
0,UMKC Law Review,Vol.  69,3 (Spring 2001),2001,533,556,533-556
0,California Western Law Review,Vol.  43,1 (Fall 2006),2006,173,202,173-202
0,Florida State University Law Review,Vol.  34,4 (Summer 2007),2007,1025,1088,1025-1088
0,Scholar: St. Mary's Law Review on Minority Issues ,Vol.  9,2 (Winter 2007),2007,187,212,187-212
0,Yale Law & Policy Review ,Vol.  28,1 (Fall 2009),2009,1,60,1-60
0,Journal of Legal Education,Vol.  62,1 (August 2012),2012,115,161,115-161
0,Temple Political & Civil Rights Law Review,Vol.  13,2 (Spring 2004),2004,629,646,629-646
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  8,1 (2017),2017,1,50,1-50
0,Harvard Journal on Racial & Ethnic Justice,Vol.  32,,,189,278,189-278
0,Communications and the Law,Vol.  10,1 (February 1988),1988,3,18,3-18
0,Texas Review of Entertainment & Sports Law,Vol.  17,1 (Fall 2015),2015,33,42,33-42
0,Journal of Civil Rights and Economic Development,Vol.  25,4 (Summer 2011),2011,581,624,581-624
0,Gonzaga Law Review,Vol.  47,1 (2011-2012),2011,165,198,165-198
0,Cardozo Arts & Entertainment Law Journal,Vol.  36,1 (2018),2018,1,62,1-62
0,Seattle Journal for Social Justice,Vol.  10,1 (Fall/Winter 2011),2011,273,326,273-326
0,Case Western Reserve Law Review,Vol.  67,4 (Summer 2017),2017,999,1003,999-1003
0,BYU Journal of Public Law,Vol.  6,1 (1992),1992,167,198,167-198
0,Utah Bar Journal,Vol.  29,2 (March/April 2016),2016,14,21,14-21
0,North Carolina Law Review,Vol.  74,3 (March 1996),1996,585,730,585-730
0,Oregon Law Review,Vol.  80,2 (Summer 2001),2001,447,586,447-586
0,Washington University Law Quarterly,Vol.  80,1 (2002),2002,127,242,127-242
0,Duke Law Journal,Vol.  61,3 (December 2011),2011,583,650,583-650
0,U.C. Davis Law Review,Vol.  38,5 (June 2005),2005,1373,1504,1373-1504
0,Rutgers Law Review,Vol.  58,3 (Spring 2006),2006,703,718,703-718
0,Santa Clara Law Review,Vol.  45,2 (2005),2005,233,336,233-336
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  43,2 (January-May 2009),2009,273,278,273-278
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  18,1 (September-December 1983),1983,113,124,113-124
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  20,2 (January-April 1986),1986,185,190,185-190
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  45,2 (August 2010-May 2011),2010,185,204,185-204
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  37,2 (January-April 2003),2003,247,260,247-260
0,Revista Juridica Universidad de Puerto Rico,Vol.  85,3 (2016),2016,705,720,705-720
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  42,2 (January-April 2008),2008,269,300,269-300
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  44,3 (August 2009-May 2010),2009,429,444,429-444
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  51,1 (August 2016 - May 2017),2016,51,58,51-58
0,Derecho Penal y Criminologia,Vol.  12,41-42 (May/December 1990),1990,205,218,205-218
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  47,4 (August 2012-May 2013),2012,975,986,975-986
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  36,2 (January-April 2002),2002,323,332,323-332
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  34,3 (May-August 2000),2000,391,394,391-394
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  32,1 (September-December 1997),1997,7,10,7-10
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  28,1 (September-December 1993),1993,29,32,29-32
0,Revista Juridica de la Universidad Interamericana de Puerto Rico,Vol.  17,2 (January-April 1983),1983,101,102,101-102
0,International Tax Review,Vol.  7,9 (October 1996),1996,34,38,34-38
0,South Texas Law Review,Vol.  36,3 (November 1995),1995,1075,1100,1075-1100
0,University of Kansas Law Review,Vol.  45,2 (March 1997),1997,453,510,453-510
0,International Lawyer (ABA),Vol.  42,2 (Summer 2008),2008,833,862,833-862
0,Fordham International Law Journal,Vol.  21,4 (April 1998),1998,1126,1151,1126-1151
0,Saint Louis University Public Law Review,Vol.  12,1 (1993),1993,113,134,113-134
0,University of Illinois Law Review,Vol.  2003,5 (2003),2003,1331,1376,1331-1376
0,South Texas Law Review,Vol.  38,2 (May 1997),1997,681,704,681-704
