,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Washington and Lee Law Review,Vol.  69,1 (Winter 2012),2012,409,418,409-418
0,University of Memphis Law Review,Vol.  49,1 (Fall 2018),2018,229,262,229-262
0,Law and Contemporary Problems,Vol.  81,3 (2018),2018,161,194,161-194
0,Minnesota Law Review,Vol.  85,1 (November 2000),2000,1,70,1-70
0,Arizona Law Review,Vol.  37,4 (Winter 1995),1995,1107,1152,1107-1152
0,Minnesota Law Review,Vol.  95,3 (2011),2011,953,1002,953-1002
0,Michigan Law Review,Vol.  111,8 (June 2013),2013,1385,1422,1385-1422
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  32,2 (Summer 1997),1997,355,412,355-412
0,American Journal of Law & Medicine,Vol.  29,1 (2003),2003,77,116,77-116
0,Maryland Law Review,Vol.  60,3 (2001),2001,653,687,653-687
0,California Law Review,Vol.  86,2 (March 1998),1998,315,362,315-362
0,Virginia Law Review,Vol.  102,4 (June 2016),2016,895,952,895-952
0,Maryland Law Review,Vol.  60,3 (2001),2001,465,466,465-466
0,Yale Law Journal,Vol.  123,8 (June 2014),2014,3036,3063,3036-3063
0,George Mason Law Review,Vol.  16,3 (Spring 2009),2009,701,746,701-746
0,University of Pennsylvania Law Review Online,Vol.  164,,,233,240,233-240
0,Virginia Law Review,Vol.  101,4 (June 2015),2015,1105,1110,1105-1110
0,Cardozo Law Review,Vol.  38,6 (August 2017),2017,1947,1992,1947-1992
0,Virginia Law Review Online,Vol.  102,,,113,119,113-119
0,Cardozo Law Review,Vol.  33,5 (June 2012),2012,1839,1846,1839-1846
0,University of Pennsylvania Law Review Online,Vol.  164,,,207,214,207-214
0,"Journal of Law, Medicine and Ethics",Vol.  30,3 (Fall 2002),2002,375,380,375-380
0,New York University Review of Law & Social Change,Vol.  35,3 (2011),2011,527,549,527-549
0,Dartmouth Law Journal,Vol.  4,3 (Fall 2006),2006,3,6,3-6
0,"Journal of Law, Medicine and Ethics",Vol.  31,2 (Summer 2003),2003,182,182,182-182
0,Virginia Law Review in Brief,Vol.  98,,,71,75,71-75
0,Journal of Criminal Law & Criminology,Vol.  94,4 (Summer 2004),2004,959,1032,959-1032
0,North Carolina Law Review,Vol.  85,1 (December 2006),2006,1,62,1-62
0,Washington University Law Review,Vol.  87,1 (2009),2009,1,58,1-58
0,Emory Law Journal,Vol.  65,1 (2015),2015,1,46,1-46
0,Indiana Law Journal,Vol.  81,2 (Spring 2006),2006,667,712,667-712
0,Cornell Law Review,Vol.  97,6 (September 2012),2012,1461,1504,1461-1504
0,Minnesota Law Review,Vol.  98,4 (April 2014),2014,1453,1511,1453-1511
0,Alabama Law Review,Vol.  62,3 (2011),2011,513,570,513-570
0,Arizona Law Review,Vol.  49,4 (2007),2007,801,836,801-836
0,Boston College Law Review,Vol.  57,4 (2016),2016,1287,1336,1287-1336
0,Journal of Law and Policy,Vol.  15,2 (2007),2007,725,758,725-758
0,Lewis & Clark Law Review,Vol.  13,3 (Fall 2009),2009,711,732,711-732
0,George Washington Law Review,Vol.  75,3 (April 2007),2007,613,626,613-626
0,University of Pennsylvania Law Review,Vol.  166,1 (December 2017),2017,1,58,1-58
0,Ohio State Journal of Criminal Law,Vol.  13,2 (Spring 2016),2016,441,468,441-468
0,Wisconsin Women's Law Journal,Vol.  12,2 (Fall 1997),1997,167,206,167-206
0,Northwestern University Law Review Online,Vol.  111,,,93,102,93-102
0,Northwestern University Law Review,Vol.  111,3 (2017),2017,879,890,879-890
0,Yale Journal of Law and Feminism,Vol.  25,1 (2013),2013,51,98,51-98
0,Yale Law Journal Forum,Vol.  123,,,335,352,335-352
0,Texas Law Review See Also,Vol.  87,,,117,124,117-124
0,Michigan Law Review,Vol.  116,6 (April 2018),2018,1145,1166,1145-1166
0,Texas Law Review See Also,Vol.  85,,,49,55,49-55
0,Journal of Legal Education,Vol.  66,1 (Autumn 2016),2016,24,28,24-28
0,"DePaul Journal of Women, Gender and the Law",Vol.  1,1 (Spring 2011),2011,1,2,1-2
0,Michigan Law Review First Impressions,Vol.  113,,,32,42,32-42
0,Northwestern Journal of Law and Social Policy,Vol.  13,1 (2017),2017,138,164,138-164
0,Arizona State Law Journal,Vol.  45,2 (Summer 2013),2013,611,674,611-674
0,Akron Law Review,Vol.  48,3 (2015),2015,547,604,547-604
0,Virginia Tax Review,Vol.  35,1 (Summer 2015),2015,1,59,1-59
0,American Law and Economics Review ,Vol.  5,1 (Spring 2003),2003,1,31,1-31
0,Florida Law Review ,Vol.  62,4 (September 2010),2010,1037,1090,1037-1090
0,"Journal of Law, Economics, and Organization ",Vol.  18,1 (April 2002),2002,39,66,39-66
0,Journal of Legal Studies,Vol.  34,1 (January 2005),2005,93,136,93-136
0,University of Chicago Law Review,Vol.  82,1 (Winter 2015),2015,135,158,135-158
0,American Law and Economics Review ,Vol.  6,1 (Spring 2004),2004,185,207,185-207
0,Journal of Legal Studies,Vol.  34,1 (January 2005),2005,239,272,239-272
0,Journal of Legal Studies,Vol.  45,1 (January 2016),2016,105,142,105-142
0,Review of Law and Economics,Vol.  5,1 (2009),2009,311,346,311-346
0,"Journal of Law, Economics, and Organization",Vol.  29,5 (October 2013),2013,1056,1084,1056-1084
0,,,,,,,
0,Australian Tax Forum,Vol.  33,1 (2018),2018,79,100,79-100
0,Tax Policy and the Economy,Vol.  24,,,181,205,181-205
0,Harvard Law Review ,Vol.  104,7 (May 1991),1991,1419,1482,1419-1482
0,Stanford Law Review,Vol.  56,5 (April 2004),2004,1271,1306,1271-1306
0,University of Chicago Law Review,Vol.  62,1 (Winter 1995),1995,209,274,209-274
0,Journal of Criminal Law and Criminology,Vol.  89,3 (Spring 1999),1999,775,836,775-836
0,Iowa Law Review,Vol.  79,1 (October 1993),1993,95,142,95-142
0,American University Journal of Gender and the Law,Vol.  1,,,1,38,1-38
0,Connecticut Law Review,Vol.  26,3 (Spring 1994),1994,871,878,871-878
0,Tulane Law Review ,Vol.  67,6,,1945,1977,1945-1977
0,University of Pennsylvania Journal of Constitutional Law,Vol.  2,1 (December 1999),1999,112,140,112-140
0,UCLA Law Review,Vol.  59,6 (August 2012),2012,1474,1501,1474-1501
0,Yale Law Journal,Vol.  105,6 (April 1996),1996,1563,1602,1563-1602
0,Yale Journal of Law and Feminism,Vol.  9,1 (1997),1997,51,80,51-80
0,Chicago-Kent Law Review,Vol.  69,2 (1993),1993,359,388,359-388
0,George Washington Law Review,Vol.  61,3 (March 1993),1993,587,656,587-656
0,Michigan Law Review,Vol.  95,4 (February 1997),1997,938,964,938-964
0,U.C. Davis Law Review,Vol.  34,4 (Summer 2001),2001,1005,1028,1005-1028
0,Hastings Law Journal,Vol.  47,4 (April 1996),1996,935,950,935-950
0,Columbia Human Rights Law Review,Vol.  39,1 (Fall 2007),2007,261,286,261-286
0,University of Illinois Law Review,Vol.  2003,1 (2003),2003,171,182,171-182
0,Denver University Law Review,Vol.  72,4 (1995),1995,931,948,931-948
0,Maryland Law Review,Vol.  61,2 (2002),2002,386,436,386-436
0,University of Miami Law Review,Vol.  53,4 (July 1999),1999,855,862,855-862
0,Family Court Review,Vol.  40,4 (October 2002),2002,453,459,453-459
0,Ohio State Law Journal,Vol.  62,1 (2001),2001,425,464,425-464
0,Kentucky Law Journal,Vol.  84,4 (1995-1996),1995,1197,1234,1197-1234
0,Virginia Law Review,Vol.  81,8 (November 1995),1995,2607,2624,2607-2624
0,Journal of Health Care Law & Policy,Vol.  3,1 (1999),1999,72,87,72-87
0,Journal of Criminal Law and Criminology,Vol.  85,1 (Summer 1994),1994,1,14,1-14
0,Washington University Journal of Law & Policy,Vol.  1,,,63,76,63-76
0,Utah Law Review,Vol.  1994,1 (1994),1994,179,192,179-192
0,Fordham Law Review,Vol.  65,4 (March 1997),1997,1761,1772,1761-1772
0,Hofstra Law Review,Vol.  34,1 (Fall 2005),2005,23,38,23-38
0,University of Pittsbrugh Law Review,Vol.  57,2 (Winter 1996),1996,363,404,363-404
0,Emory Law Journal,Vol.  54,3 (Summer 2005),2005,1343,1360,1343-1360
0,Women's Rights Law Reporter,Vol.  12,2 (Summer 1990),1990,59,68,59-68
0,William and Mary Law Review,Vol.  49,3 (December 2007),2007,881,902,881-902
0,Chicago-Kent Law Review,Vol.  75,2 (2000),2000,555,582,555-582
0,Northwestern University Law Review,Vol.  100,1 (2006),2006,27,70,27-70
0,Howard Law Journal,Vol.  54,3 (Spring 2011),2011,567,586,567-586
0,"Journal of Law, Medicine and Ethics",Vol.  34,3 (Fall 2006),2006,526,534,526-534
0,University of Miami Law Review,Vol.  62,2 (January 2008),2008,229,248,229-248
0,Florida State University Law Review,Vol.  32,3 (Spring 2005),2005,957,972,957-972
0,University of Michigan Journal of Law Reform,Vol.  33,3 (Spring 2000),2000,343,358,343-358
0,New York Law School Law Review,Vol.  59,1 (2014-2015),2014,175,210,175-210
0,DePaul Law Review,Vol.  61,3 (Spring 2012),2012,777,798,777-798
0,"Journal of Law, Medicine and Ethics",Vol.  36,3 (Fall 2008),2008,537,545,537-545
0,Law and Social Inquiry,Vol.  20,4 (Fall 1995),1995,1005,1022,1005-1022
0,Northwestern University Law Review,Vol.  111,6 (2017),2017,1597,1608,1597-1608
0,Roger Williams University Law Review,Vol.  4,1 (Fall 1998),1998,175,204,175-204
0,Women's Rights Law Reporter,Vol.  14,2 and 3 (Spring/Fall 1992),1992,305,314,305-314
0,Women's Rights Law Reporter,Vol.  13,2 and 3 (Summer/Fall 1991),1991,95,104,95-104
0,Capital University Law Review,Vol.  45,1 (Winter 2017),2017,1,32,1-32
0,Stanford Journal of Civil Rights & Civil Liberties,Vol.  5,2 (October 2009),2009,191,200,191-200
0,"Cardozo Public Law, Policy, and Ethics Journal",Vol.  3,2 (April 2005),2005,371,376,371-376
0,Cambridge Quarterly of Healthcare Ethics,Vol.  21,3 (July 2012),2012,332,341,332-341
0,Georgetown Journal on Poverty Law and Policy,Vol.  7,2 (Summer 2000),2000,199,224,199-224
0,"Minnesota Journal of Law, Science & Technology",Vol.  12,1 (2011),2011,1,22,1-22
0,Law & Social Inquiry,Vol.  40,2 (Spring 2015),2015,511,518,511-518
0,Drake Law Review,Vol.  5th Constitutional Law Symposium,,,77,96,77-96
0,Guild Practitioner,Vol.  50,1 (Winter 1993),1993,14,16,14-16
0,Rutgers Race & the Law Review,Vol.  1,1 (1998),1998,129,136,129-136
0,Women's Rights Law Reporter,Vol.  17,3 (Summer 1996),1996,275,278,275-278
0,University of Chicago Law School Roundtable,Vol.  3,2 (1996),1996,465,472,465-472
0,UC Irvine Law Review,Vol.  7,3 (December 2017),2017,611,622,611-622
0,Widener Law Journal,Vol.  24,2 (2015),2015,313,314,313-314
0,University of Memphis Law Review,Vol.  49,1 (Fall 2018),2018,167,184,167-184
0,Iowa Law Review,Vol.  96,3 (March 2010),2010,941,1012,941-1012
0,UCLA Law Review ,Vol.  57,5 (June 2010),2010,1235,1332,1235-1332
0,Harvard Journal of Law & Gender ,Vol.  30,2 (Summer 2007),2007,461,506,461-506
0,Harvard Law Review,Vol.  129,5 (March 2016),2016,1185,1266,1185-1266
0,California Law Review,Vol.  100,5 (October 2012),2012,1169,1238,1169-1238
0,California Law Review,Vol.  102,1 (February 2014),2014,87,172,87-172
0,Emory Law Journal,Vol.  61,4 (2012),2012,663,736,663-736
0,Ohio State Law Journal ,Vol.  70,2 (2009),2009,323,402,323-402
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  38,2 (Summer 2003),2003,511,562,511-562
0,Fordham Law Review,Vol.  81,2 (November 2012),2012,649,704,649-704
0,Harvard Journal of Law & Gender,Vol.  32,2 (Summer 2009),2009,303,382,303-382
0,Michigan Law Review,Vol.  111,6 (April 2013),2013,877,902,877-902
0,Iowa Law Review Bulletin,Vol.  98,,,83,96,83-96
0,Yale Law Journal Forum,Vol.  124,,,340,348,340-348
0,UCLA Law Review Discourse,Vol.  61,,,182,205,182-205
0,UCLA Law Review Discourse,Vol.  60,,,184,199,184-199
0,Constitutional Commentary,Vol.  32,2 (Summer 2017),2017,413,448,413-448
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  7,1 (2008),2008,1,46,1-46
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  11,,,941,1012,941-1012
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  17,,,283,392,283-392
0,Harvard Journal of Law and Gender,Vol.  38,1 (Winter 2015),2015,vii,xiv,vii-xiv
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2015,,,[116],[118],[116]-[118]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,1,2,1-2
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,3,1-3
0,Loyola of Los Angeles Law Review,Vol.  45,3 (Spring 2012),2012,675,692,675-692
0,Yale Law Journal Forum,Vol.  128,,,201,225,201-225
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,4,1-4
0,Iowa Law Review,Vol.  96,3 (March 2010),2010,941,1012,941-1012
0,UCLA Law Review ,Vol.  57,5 (June 2010),2010,1235,1332,1235-1332
0,Harvard Journal of Law & Gender ,Vol.  30,2 (Summer 2007),2007,461,506,461-506
0,Harvard Law Review,Vol.  129,5 (March 2016),2016,1185,1266,1185-1266
0,California Law Review,Vol.  100,5 (October 2012),2012,1169,1238,1169-1238
0,California Law Review,Vol.  102,1 (February 2014),2014,87,172,87-172
0,Emory Law Journal,Vol.  61,4 (2012),2012,663,736,663-736
0,Ohio State Law Journal ,Vol.  70,2 (2009),2009,323,402,323-402
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  38,2 (Summer 2003),2003,511,562,511-562
0,Fordham Law Review,Vol.  81,2 (November 2012),2012,649,704,649-704
0,Harvard Journal of Law & Gender,Vol.  32,2 (Summer 2009),2009,303,382,303-382
0,Michigan Law Review,Vol.  111,6 (April 2013),2013,877,902,877-902
0,Iowa Law Review Bulletin,Vol.  98,,,83,96,83-96
0,Yale Law Journal Forum,Vol.  124,,,340,348,340-348
0,UCLA Law Review Discourse,Vol.  61,,,182,205,182-205
0,UCLA Law Review Discourse,Vol.  60,,,184,199,184-199
0,Constitutional Commentary,Vol.  32,2 (Summer 2017),2017,413,448,413-448
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  7,1 (2008),2008,1,46,1-46
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  11,,,941,1012,941-1012
0,Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review,Vol.  17,,,283,392,283-392
0,Harvard Journal of Law and Gender,Vol.  38,1 (Winter 2015),2015,vii,xiv,vii-xiv
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2015,,,[116],[118],[116]-[118]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,1,2,1-2
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,3,1-3
0,Loyola of Los Angeles Law Review,Vol.  45,3 (Spring 2012),2012,675,692,675-692
0,Yale Law Journal Forum,Vol.  128,,,201,225,201-225
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,4,1-4
0,Law & Social Inquiry,Vol.  40,3 (Summer 2015),2015,793,796,793-796
0,Cornell Law Review,Vol.  94,4 (May 2009),2009,821,888,821-888
0,Cornell Law Review,Vol.  94,4 (May 2009),2009,743,744,743-744
0,Virginia Law Review,Vol.  91,8 (December 2005),2005,1889,1972,1889-1972
0,University of Pennsylvania Law Review,Vol.  155,5 (May 2007),2007,1095,1186,1095-1186
0,Theoretical Inquiries in Law,Vol.  10,1 (January 2009),2009,127,160,127-160
0,Yale Law Journal,Vol.  107,3 (December 1997),1997,791,822,791-822
0,Columbia Law Review,Vol.  104,8 (December 2004),2004,2182,2254,2182-2254
0,Ecology Law Quarterly,Vol.  31,2 (2004),2004,227,288,227-288
0,Cornell Law Review,Vol.  97,2 (January 2012),2012,305,368,305-368
0,Natural Resources Journal,Vol.  38,4 (Fall 1998),1998,563,602,563-602
0,Michigan Law Review,Vol.  109,2 (November 2010),2010,191,220,191-220
0,Florida Law Review,Vol.  52,1 (January 2000),2000,107,216,107-216
0,Supreme Court Review,Vol.  2013,,,287,358,287-358
0,Fordham Law Review,Vol.  74,6 (May 2006),2006,2971,2976,2971-2976
0,Cornell Law Review,Vol.  98,6 (September 2013),2013,1437,1494,1437-1494
0,Yale Law Journal,Vol.  116,4 (January 2007),2007,732,767,732-767
0,Stanford Journal of International Law,Vol.  36,2 (Summer 2000),2000,271,302,271-302
0,Fordham Law Review,Vol.  74,4 (March 2006),2006,2241,2258,2241-2258
0,Fordham Law Review,Vol.  80,3 (December 2011),2011,1071,1088,1071-1088
0,West Virginia Law Review,Vol.  110,1 (Fall 2007),2007,515,544,515-544
0,William and Mary Bill of Rights Journal ,Vol.  15,2 (December 2006),2006,429,438,429-438
0,FIU Law Review,Vol.  13,2 (Fall 2018),2018,229,240,229-240
0,Cornell Journal of Law and Public Policy,Vol.  20,2 (Winter 2010),2010,393,398,393-398
0,Cornell Law Forum,Vol.  34,3 (Fall 2008),2008,4,7,4-7
0,Cornell Law Forum,Vol.  40,2 (Fall 2014),2014,2,3,2-3
0,Cornell Law Forum,Vol.  41,1 (Spring 2015),2015,2,3,2-3
0,Cornell Law Forum,Vol.  41,2 (Fall 2015),2015,2,3,2-3
0,Cornell Law Forum,Vol.  42,1 (Spring 2016),2016,2,3,2-3
0,Cornell Law Forum,Vol.  42,2 (Fall 2016),2016,2,3,2-3
0,Cornell Law Forum,Vol.  43,1 (Spring 2017),2017,2,3,2-3
0,Cornell Law Forum,Vol.  43,2 (Fall 2017),2017,2,3,2-3
0,Cornell Journal of Law and Public Policy,Vol.  26,3 (Spring 2017),2017,449,458,449-458
0,Cornell Journal of Law and Public Policy,Vol.  27,3 (Spring 2018),2018,527,532,527-532
0,Cornell International Law Journal,Vol.  50,2 (Spring 2017),2017,199,230,199-230
0,Cornell Law Forum,Vol.  44,1 (Spring 2018),2018,2,3,2-3
0,Cornell Law Forum,Vol.  44,2 (Fall 2018),2018,2,3,2-3
0,Minnesota Law Review,Vol.  89,2 (December 2004),2004,277,341,277-341
0,Theoretical Inquiries in Law,Vol.  14,1 (January 2013),2013,307,338,307-338
0,American Society of International Law Proceedings,Vol.  87,,,508,512,508-512
0,UCLA Law Review Discourse,Vol.  64,,,464,487,464-487
0,American Society of International Law Proceedings,Vol.  106,1 (March 28-31,2831,265,270,265-270
0,Negotiation Journal,Vol.  13,2 (April 1997),1997,161,184,161-184
0,Transnational Environmental Law,Vol.  3,1 (April 2014),2014,89,110,89-110
0,Georgetown Law Journal,Vol.  79,3 (February 1991),1991,445,506,445-506
0,UCLA Law Review,Vol.  44,4 (April 1997),1997,1009,1108,1009-1108
0,University of Pennsylvania Law Review,Vol.  155,5 (May 2007),2007,1021,1094,1021-1094
0,University of Pennsylvania Law Review,Vol.  149,6 (June 2001),2001,1619,1700,1619-1700
0,University of Chicago Law Review,Vol.  69,3 (Summer 2002),2002,871,916,871-916
0,Vanderbilt Law Review,Vol.  58,5 (October 2005),2005,1573,1622,1573-1622
0,University of Pennsylvania Law Review,Vol.  144,5 (May 1996),1996,1913,1952,1913-1952
0,Texas Law Review,Vol.  88,5 (April 2010),2010,987,1052,987-1052
0,University of Pennsylvania Law Review,Vol.  161,7 (June 2013),2013,1907,1988,1907-1988
0,Journal of Corporation Law,Vol.  24,4 (Summer 1999),1999,913,948,913-948
0,Cardozo Law Review,Vol.  23,2 (January 2002),2002,675,704,675-704
0,Georgetown Law Journal,Vol.  96,4 (April 2008),2008,1227,1282,1227-1282
0,University of Pennsylvania Law Review,Vol.  149,6 (June 2001),2001,1607,1618,1607-1618
0,Cardozo Law Review,Vol.  15,4 (January 1994),1994,987,1032,987-1032
0,Washington University Law Quarterly,Vol.  74,2 (Summer 1996),1996,367,392,367-392
0,Northwestern University Law Review,Vol.  96,2 (Winter 2002),2002,651,674,651-674
0,Emory Law Journal,Vol.  58,3 (2009),2009,713,760,713-760
0,University of Pennsylvania Law Review,Vol.  152,2 (December 2003),2003,473,522,473-522
0,Virginia Law Review,Vol.  97,6 (October 2011),2011,1347,1434,1347-1434
0,Business Lawyer (ABA),Vol.  59,4 (August 2004),2004,1389,1412,1389-1412
0,Michigan Law Review,Vol.  106,7 (May 2008),2008,1229,1284,1229-1284
0,Columbia Law Review,Vol.  92,3 (April 1992),1992,497,561,497-561
0,California Law Review,Vol.  77,6 (December 1989),1989,1365,1430,1365-1430
0,Boston University Law Review,Vol.  94,6 (December 2014),2014,1997,2044,1997-2044
0,Northwestern University Law Review ,Vol.  103,1 (Winter 2009),2009,281,322,281-322
0,Georgia Law Review,Vol.  34,2 (Winter 2000),2000,529,546,529-546
0,Cornell Law Review,Vol.  97,4 (May 2012),2012,849,906,849-906
0,Delaware Journal of Corporate Law ,Vol.  35,2 (2010 ),2010,409,436,409-436
0,Michigan Law Review,Vol.  92,2 (November 1993),1993,203,260,203-260
0,University of Chicago Law Review,Vol.  83,3 (Summer 2016),2016,1119,1180,1119-1180
0,Washington University Law Quarterly,Vol.  73,4 (Winter 1995),1995,1601,1642,1601-1642
0,University of Richmond Law Review,Vol.  36,2 (May 2002),2002,423,442,423-442
0,Theoretical Inquiries in Law,Vol.  2,2 (July 2001),2001,711,744,711-744
0,University of Pennsylvania Law Review,Vol.  163,7 (June 2015),2015,2019,2054,2019-2054
0,Theoretical Inquiries in Law,Vol.  2,1 (January 2001),2001,237,264,237-264
0,University of Pennsylvania Law Review,Vol.  152,2 (December 2003),2003,463,472,463-472
0,Houston Law Review,Vol.  46,1 (2009),2009,17,32,17-32
0,Texas Law Review,Vol.  89,6 (May 2011),2011,1293,1364,1293-1364
0,Antitrust Law Journal,Vol.  82,1 (2018),2018,221,278,221-278
0,Corporate Governance Law Review,Vol.  3,2 (2007),2007,134,205,134-205
0,University of Pennsylvania Journal of Labor and Employment Law,Vol.  1,1 (Spring 1998),1998,201,228,201-228
0,Yale Journal on Regulation,Vol.  22,1 (Winter 2005),2005,91,122,91-122
0,Journal of Legal Analysis,Vol.  1,2 (Summer 2009),2009,511,[ii],511-[ii]
0,American Bankruptcy Institute Law Review,Vol.  13,2 (Winter 2005),2005,641,664,641-664
0,Columbia Law Review,Vol.  105,8 (December 2005),2005,2310,2368,2310-2368
0,University of Chicago Law Review,Vol.  65,4 (Fall 1998),1998,1333,1370,1333-1370
0,"Journal of Law, Economics, and Organization ",Vol.  17,2 (October 2001),2001,356,372,356-372
0,Journal of Law and Economics,Vol.  50,2 (May 2007),2007,381,420,381-420
0,Temple Law Review,Vol.  82,2 (Summer 2009),2009,449,464,449-464
0,Journal of Legal Studies,Vol.  38,2 (June 2009),2009,255,308,255-308
0,Business Lawyer,Vol.  69,4 (August 2014),2014,1015,1048,1015-1048
0,American Bankruptcy Institute Law Review,Vol.  19,2 (Winter 2011),2011,287,318,287-318
0,American Bankruptcy Law Journal,Vol.  79,4 (Fall 2005),2005,951,972,951-972
0,"Brooklyn Journal of Corporate, Financial & Commercial Law",Vol.  9,1 (Fall 2014),2014,163,178,163-178
0,University of Illinois Law Review,Vol.  2015,2 (2015),2015,721,734,721-734
0,University of Pennsylvania Law Review,Vol.  166,7 (June 2018),2018,1819,1852,1819-1852
0,European Company and Financial Law Review,Vol.  5,2 (June 2008),2008,172,188,172-188
0,Journal of Legal Studies,Vol.  46,1 (2017),2017,[ii],[ii],[ii]-[ii]
0,Yale Journal on Regulation,Vol.  22,1 (Winter 2005),2005,91,122,91-122
0,Journal of Legal Analysis,Vol.  1,2 (Summer 2009),2009,511,[ii],511-[ii]
0,American Bankruptcy Institute Law Review,Vol.  13,2 (Winter 2005),2005,641,664,641-664
0,Columbia Law Review,Vol.  105,8 (December 2005),2005,2310,2368,2310-2368
0,University of Chicago Law Review,Vol.  65,4 (Fall 1998),1998,1333,1370,1333-1370
0,"Journal of Law, Economics, and Organization ",Vol.  17,2 (October 2001),2001,356,372,356-372
0,Journal of Law and Economics,Vol.  50,2 (May 2007),2007,381,420,381-420
0,Temple Law Review,Vol.  82,2 (Summer 2009),2009,449,464,449-464
0,Journal of Legal Studies,Vol.  38,2 (June 2009),2009,255,308,255-308
0,Business Lawyer,Vol.  69,4 (August 2014),2014,1015,1048,1015-1048
0,American Bankruptcy Institute Law Review,Vol.  19,2 (Winter 2011),2011,287,318,287-318
0,American Bankruptcy Law Journal,Vol.  79,4 (Fall 2005),2005,951,972,951-972
0,"Brooklyn Journal of Corporate, Financial & Commercial Law",Vol.  9,1 (Fall 2014),2014,163,178,163-178
0,University of Illinois Law Review,Vol.  2015,2 (2015),2015,721,734,721-734
0,University of Pennsylvania Law Review,Vol.  166,7 (June 2018),2018,1819,1852,1819-1852
0,European Company and Financial Law Review,Vol.  5,2 (June 2008),2008,172,188,172-188
0,Journal of Legal Studies,Vol.  46,1 (2017),2017,[ii],[ii],[ii]-[ii]
0,New York University Law Review,Vol.  75,2 (May 2000),2000,308,353,308-353
0,Law and Contemporary Problems,Vol.  62,4 (Autumn 1999),1999,17,42,17-42
0,Nonprofit and Voluntary Sector Quarterly,Vol.  28,1 (March 1999),1999,3,17,3-17
0,Nonprofit and Voluntary Sector Quarterly,Vol.  36,1 (March 2007),2007,85,99,85-99
0,University of Dayton Law Review,Vol.  42,3 (Winter 2017),2017,359,410,359-410
0,Nonprofit and Voluntary Sector Quarterly,Vol.  45,3 (June 2016),2016,630,645,630-645
0,Nonprofit and Voluntary Sector Quarterly,Vol.  26,2 (June 1997),1997,175,184,175-184
0,Nonprofit and Voluntary Sector Quarterly,Vol.  30,3 (September 2001),2001,480,482,480-482
0,Yale Law Journal,Vol.  105,2 (November 1995),1995,513,548,513-548
0,Vanderbilt Law Review,Vol.  64,4 (May 2011),2011,1047,1108,1047-1108
0,Fordham Law Review,Vol.  77,5 (April 2009),2009,2475,2536,2475-2536
0,Notre Dame Law Review,Vol.  87,3 (February 2012),2012,973,1026,973-1026
0,New York University Law Review,Vol.  89,1 (April 2014),2014,27,88,27-88
0,Georgetown Immigration Law Journal,Vol.  27,2 (Winter 2013),2013,311,344,311-344
0,Michigan Law Review,Vol.  114,6 (April 2016),2016,1037,1060,1037-1060
0,California Law Review,Vol.  103,4 (August 2015),2015,989,1018,989-1018
0,University of Chicago Law Review,Vol.  80,1 (Winter 2013),2013,59,86,59-86
0,American Journal of Comparative Law ,Vol.  58,- Supplement (2010),2010,135,164,135-164
0,Cornell International Law Journal,Vol.  40,1 (Winter 2007),2007,201,264,201-264
0,Fordham Journal of Corporate & Financial Law,Vol.  11,2 (2006),2006,349,412,349-412
0,Houston Law Review,Vol.  36,2 (Summer 1999),1999,645,678,645-678
0,Journal of International Economic Law,Vol.  16,3 (September 2013),2013,535,586,535-586
0,Loyola University Chicago Law Journal,Vol.  40,3 (Spring 2009),2009,691,744,691-744
0,Journal of International Law and International Relations,Vol.  3,2 (2007),2007,41,56,41-56
0,Boston College Law Review,Vol.  59,8 (November 2018),2018,2735,2764,2735-2764
0,American Society of International Law Proceedings,Vol.  104,,,438,443,438-443
0,Indiana Journal of Global Legal Studies,Vol.  25,1 (2018),2018,365,412,365-412
0,American Journal of Comparative Law Supplement,Vol.  58,,,135,164,135-164
0,Indiana International & Comparative Law Review,Vol.  19,3 (2009),2009,553,568,553-568
0,University of Detroit Mercy Law Review,Vol.  81,,,[xix],[xxviii],[xix]-[xxviii]
0,University of Detroit Mercy Law Review,Vol.  81,,,[xxxiii],[xlii],[xxxiii]-[xlii]
0,Virginia Law Review,Vol.  79,1 (February 1993),1993,91,152,91-152
0,Texas Law Review,Vol.  75,7,,1721,1764,1721-1764
0,Texas Law Review,Vol.  78,3,,599,678,599-678
