School Name,URL,City,State,URL Var Clean,Short URL
Southern New Hampshire University,http://snhu.edu,Manchester,NH,http://snhu.edu,snhu.edu
University of New Hampshire,http://unh.edu,Durham,NH,http://unh.edu,unh.edu
White Mountains Community College,http://wmcc.edu,Berlin,NH,http://wmcc.edu,wmcc.edu
Atlantic Cape Community College,http://atlantic.edu,(multiple locations),NJ,http://atlantic.edu,atlantic.edu
Burlington County College,http://bcc.edu,Pemberton,NJ,http://bcc.edu,bcc.edu
Bergen Community College,http://bergen.edu,Paramus,NJ,http://bergen.edu,bergen.edu
Brookdale Community College,http://brookdalecc.edu,Lincroft,NJ,http://brookdalecc.edu,brookdalecc.edu
Centenary College of New Jersey,http://centenarycollege.edu,Hackettstown,NJ,http://centenarycollege.edu,centenarycollege.edu
Drew University,http://drew.edu,Madison,NJ,http://drew.edu,drew.edu
Eastwick College,http://eastwickcollege.edu,Ramsey,NJ,http://eastwickcollege.edu,eastwickcollege.edu
Fairleigh Dickinson University,http://fdu.edu,Hackensack,NJ,http://fdu.edu,fdu.edu
Felician College,http://felician.edu,Lodi,NJ,http://felician.edu,felician.edu
Fortis Institute,http://fortis.edu,Lawrence Township,NJ,http://fortis.edu,fortis.edu
Georgian Court University,http://georgian.edu,Lakewood,NJ,http://georgian.edu,georgian.edu
Kean University,http://kean.edu,Union,NJ,http://kean.edu,kean.edu
Mercer County Community College,http://mccc.edu,West Windsor,NJ,http://mccc.edu,mccc.edu
Middlesex County College,http://middlesexcc.edu,Edison,NJ,http://middlesexcc.edu,middlesexcc.edu
Monmouth University,http://monmouth.edu,West Long Branch,NJ,http://monmouth.edu,monmouth.edu
Montclair State University,http://montclair.edu,Montclair,NJ,http://montclair.edu,montclair.edu
New Jersey City University,http://njcu.edu,Jersey City,NJ,http://njcu.edu,njcu.edu
New Jersey Institute of Technology,http://njit.edu,Newark,NJ,http://njit.edu,njit.edu
Ocean County College,http://ocean.edu,Toms River,NJ,http://ocean.edu,ocean.edu
Princeton University,http://princeton.edu,Princeton,NJ,http://princeton.edu,princeton.edu
Princeton Theological Seminary,http://ptsem.edu,Princeton,NJ,http://ptsem.edu,ptsem.edu
Ramapo College of New Jersey,http://ramapo.edu,Mahwah,NJ,http://ramapo.edu,ramapo.edu
Raritan Valley Community College,http://raritanval.edu,Branchburg,NJ,http://raritanval.edu,raritanval.edu
Rider University,http://rider.edu,Lawrenceville,NJ,http://rider.edu,rider.edu
Rowan University,http://rowan.edu,Glassboro,NJ,http://rowan.edu,rowan.edu
Rutgers University,http://rutgers.edu,Piscataway Township,NJ,http://rutgers.edu,rutgers.edu
Seton Hall University,http://shu.edu,South Orange,NJ,http://shu.edu,shu.edu
Stenotech Career Institute,http://stenotech.edu,Piscataway Township,NJ,http://stenotech.edu,stenotech.edu
Stevens Institute of Technology,http://stevens.edu,Hoboken,NJ,http://stevens.edu,stevens.edu
Stockton College,http://stockton.edu,Galloway,NJ,http://stockton.edu,stockton.edu
Sussex County Community College,http://sussex.edu,Newton,NJ,http://sussex.edu,sussex.edu
The College of New Jersey,http://tcnj.edu,Ewing,NJ,http://tcnj.edu,tcnj.edu
Thomas Edison State College,http://tesc.edu,Trenton,NJ,http://tesc.edu,tesc.edu
William Paterson University,http://wpunj.edu,Wayne,NJ,http://wpunj.edu,wpunj.edu
County College of Morris,http://ccm.edu,Randolph,NJ,http://ccm.edu,ccm.edu
Camden County College,http://camdencc.edu,(multiple locations),NJ,http://camdencc.edu,camdencc.edu
Passaic County Community College,http://pccc.edu,Paterson,NJ,http://pccc.edu,pccc.edu
Ross University,http://rossu.edu,North Brunswick,NJ,http://rossu.edu,rossu.edu
Central New Mexico,http://cnm.edu,Albuquerque,NM,http://cnm.edu,cnm.edu
Eastern New Mexico University,http://enmu.edu,Portales,NM,http://enmu.edu,enmu.edu
New Mexico Highlands University,http://nmhu.edu,Las Vegas,NM,http://nmhu.edu,nmhu.edu
New Mexico State University,http://nmsu.edu,Las Cruces,NM,http://nmsu.edu,nmsu.edu
New Mexico State University Alamogordo,http://nmsua.edu,Alamogordo,NM,http://nmsua.edu,nmsua.edu
New Mexico Institute of Mining and Technology,http://nmt.edu,Socorro,NM,http://nmt.edu,nmt.edu
Northern New Mexico College,http://nnmc.edu,(multiple locations),NM,http://nnmc.edu,nnmc.edu
San Juan College,http://sanjuancollege.edu,Farmington,NM,http://sanjuancollege.edu,sanjuancollege.edu
Univeristy of New Mexico,http://unm.edu,Albuquerque,NM,http://unm.edu,unm.edu
University of the Southwest,http://usw.edu,Hobbs,NM,http://usw.edu,usw.edu
College of Southern Nevada,http://csn.edu,Henderson,NV,http://csn.edu,csn.edu
Great Basin College,http://gbcnv.edu,Elko,NV,http://gbcnv.edu,gbcnv.edu
Pima Medical Institute,http://pmi.edu,Las Vegas,NV,http://pmi.edu,pmi.edu
Sierra Nevada College,http://sierranevada.edu,Incline Village,NV,http://sierranevada.edu,sierranevada.edu
Truckee Meadows Community College,http://tmcc.edu,Reno,NV,http://tmcc.edu,tmcc.edu
University of Nevada Las Vegas,http://unlv.edu,Las Vegas,NV,http://unlv.edu,unlv.edu
University of Nevada Reno,http://unr.edu,Reno,NV,http://unr.edu,unr.edu
Western Nevada College,http://wnc.edu,Carson City,NV,http://wnc.edu,wnc.edu
Adelphi University,http://adelphi.edu,Garden City,NY,http://adelphi.edu,adelphi.edu
University at Albany,http://albany.edu,Albany,NY,http://albany.edu,albany.edu
Alfred University,http://alfred.edu,Alfred,NY,http://alfred.edu,alfred.edu
The American Musical and Dramatic Academy,http://amda.edu,New York,NY,http://amda.edu,amda.edu
ASA College,http://asa.edu,New York,NY,http://asa.edu,asa.edu
Bard College,http://bard.edu,Annandale-on-Hudson,NY,http://bard.edu,bard.edu
Barnard College,http://barnard.edu,New York,NY,http://barnard.edu,barnard.edu
Binghamton University,http://binghamton.edu,Binghamton,NY,http://binghamton.edu,binghamton.edu
The College at Brockport,http://brockport.edu,Brockport,NY,http://brockport.edu,brockport.edu
University at Buffalo,http://buffalo.edu,Buffalo,NY,http://buffalo.edu,buffalo.edu
Buffalo State University,http://buffalostate.edu,Buffalo,NY,http://buffalostate.edu,buffalostate.edu
Cazenovia College,http://cazenovia.edu,Cazenovia,NY,http://cazenovia.edu,cazenovia.edu
Clarkson University,http://clarkson.edu,Potsdam,NY,http://clarkson.edu,clarkson.edu
Clinton Community College,http://clinton.edu,Plattsburgh,NY,http://clinton.edu,clinton.edu
The College of New Rochelle,http://cnr.edu,New Rochelle,NY,http://cnr.edu,cnr.edu
Cobleskill University,http://cobleskill.edu,Cobleskill,NY,http://cobleskill.edu,cobleskill.edu
Colgate University,http://colgate.edu,Hamilton,NY,http://colgate.edu,colgate.edu
Columbia University,http://columbia.edu,New York,NY,http://columbia.edu,columbia.edu
Concordia College New York,http://concordia-ny.edu,Bronxville,NY,http://concordia-ny.edu,concordia-ny.edu
The Cooper Union,http://cooper.edu,New York,NY,http://cooper.edu,cooper.edu
Cornell University,http://cornell.edu,Ithaca,NY,http://cornell.edu,cornell.edu
Cortland College,http://cortland.edu,Cortland,NY,http://cortland.edu,cortland.edu
The City University of New York,http://cuny.edu,New York,NY,http://cuny.edu,cuny.edu
The College of Westchester,http://cw.edu,White Plains,NY,http://cw.edu,cw.edu
Daemen College,http://daemen.edu,Amherst,NY,http://daemen.edu,daemen.edu
Dominican College,http://dc.edu,Orangeburg,NY,http://dc.edu,dc.edu
Delhi State University of New York,http://delhi.edu,Delhi,NY,http://delhi.edu,delhi.edu
Dowling College,http://dowling.edu,Long Island,NY,http://dowling.edu,dowling.edu
D'Youville College,http://dyc.edu,Buffalo,NY,http://dyc.edu,dyc.edu
Erie Community College State University of New York,http://ecc.edu,Orchard Park,NY,http://ecc.edu,ecc.edu
Elim Bible Institute,http://elim.edu,Lima,NY,http://elim.edu,elim.edu
Elmira College,http://elmira.edu,Elmira,NY,http://elmira.edu,elmira.edu
Empire State College,http://esc.edu,Saratoga Springs,NY,http://esc.edu,esc.edu
College of Environmental Science and Forestry,http://esf.edu,Syracuse,NY,http://esf.edu,esf.edu
Farmingdale State College,http://farmingdale.edu,Farmingdale,NY,http://farmingdale.edu,farmingdale.edu
Fashion Institute of Technology,http://fitnyc.edu,New York,NY,http://fitnyc.edu,fitnyc.edu
Finger Lakes Community College,http://flcc.edu,Canandaigua,NY,http://flcc.edu,flcc.edu
Fordham University,http://fordham.edu,Bronx,NY,http://fordham.edu,fordham.edu
Fredonia University,http://fredonia.edu,Fredonia,NY,http://fredonia.edu,fredonia.edu
Five Towns College,http://ftc.edu,Long Island,NY,http://ftc.edu,ftc.edu
Geneseo University,http://geneseo.edu,Geneseo,NY,http://geneseo.edu,geneseo.edu
Globe Institute of Technology,http://globe.edu,New York,NY,http://globe.edu,globe.edu
The General Theological Seminary,http://gts.edu,New York,NY,http://gts.edu,gts.edu
Hamilton College,http://hamilton.edu,Clinton,NY,http://hamilton.edu,hamilton.edu
Hartwick College,http://hartwick.edu,Oneonta,NY,http://hartwick.edu,hartwick.edu
Herkimer College,http://herkimer.edu,Herkimer,NY,http://herkimer.edu,herkimer.edu
Hofstra University,http://hofstra.edu,Hempstead,NY,http://hofstra.edu,hofstra.edu
Hudson Valley Community College,http://hvcc.edu,Troy,NY,http://hvcc.edu,hvcc.edu
Hobart and William Smith Colleges,http://hws.edu,Geneva,NY,http://hws.edu,hws.edu
Institute of Design and Construction,http://idc.edu,Brooklyn,NY,http://idc.edu,idc.edu
Iona College,http://iona.edu,New Rochelle,NY,http://iona.edu,iona.edu
Ithaca College,http://ithaca.edu,Ithaca,NY,http://ithaca.edu,ithaca.edu
The Jewish Theological Seminary,http://jtsa.edu,New York,NY,http://jtsa.edu,jtsa.edu
The Juilliard School,http://juilliard.edu,New York,NY,http://juilliard.edu,juilliard.edu
Keuka College,http://keuka.edu,Keuka Park,NY,http://keuka.edu,keuka.edu
Lehman College,http://lehman.edu,Bronx,NY,http://lehman.edu,lehman.edu
Le Moyne,http://lemoyne.edu,Syracuse,NY,http://lemoyne.edu,lemoyne.edu
Lim College,http://limcollege.edu,New York,NY,http://limcollege.edu,limcollege.edu
Long Island University,http://liu.edu,Brookville,NY,http://liu.edu,liu.edu
Manhattan College,http://manhattan.edu,Riverdale,NY,http://manhattan.edu,manhattan.edu
Marist College,http://marist.edu,Poughkeepsie,NY,http://marist.edu,marist.edu
Metropolitan College of New York,http://mcny.edu,New York,NY,http://mcny.edu,mcny.edu
Mercy College,http://mercy.edu,Dobbs Ferry,NY,http://mercy.edu,mercy.edu
Marymount Manhattan College,http://mmm.edu,New York,NY,http://mmm.edu,mmm.edu
Monroe Community College,http://monroecc.edu,Rochester,NY,http://monroecc.edu,monroecc.edu
Morrisville State College,http://morrisville.edu,Morrisville,NY,http://morrisville.edu,morrisville.edu
Mount Saint Marry College,http://msmc.edu,Newburgh,NY,http://msmc.edu,msmc.edu
Icahn School of Medicine at Mount Sinai,http://mssm.edu,New York,NY,http://mssm.edu,mssm.edu
Manhattanville College,http://mville.edu,Purchase,NY,http://mville.edu,mville.edu
Nazareth College,http://naz.edu,Rochester,NY,http://naz.edu,naz.edu
Nassau Community College,http://ncc.edu,Garden City,NY,http://ncc.edu,ncc.edu
New Paltz,http://newpaltz.edu,New Paltz,NY,http://newpaltz.edu,newpaltz.edu
The New School,http://newschool.edu,New York,NY,http://newschool.edu,newschool.edu
Niagara University,http://niagara.edu,Niagara University,NY,http://niagara.edu,niagara.edu
Nyack College,http://nyack.edu,Nyack,NY,http://nyack.edu,nyack.edu
New York College of Health Professions,http://nycollege.edu,Long Island,NY,http://nycollege.edu,nycollege.edu
New York Film Academy,http://nyfa.edu,New York,NY,http://nyfa.edu,nyfa.edu
New York Institute of Technology,http://nyit.edu,Old Westbury,NY,http://nyit.edu,nyit.edu
New York University,http://nyu.edu,New York,NY,http://nyu.edu,nyu.edu
State University of New York at Oneonta,http://oneonta.edu,Oneonta,NY,http://oneonta.edu,oneonta.edu
State University of New York at Oswego,http://oswego.edu,Oswego,NY,http://oswego.edu,oswego.edu
Pace University,http://pace.edu,New York,NY,http://pace.edu,pace.edu
Paul Smith's College,http://paulsmiths.edu,Paul Smiths,NY,http://paulsmiths.edu,paulsmiths.edu
State University of New York at Plattsburgh,http://plattsburgh.edu,Plattsburgh,NY,http://plattsburgh.edu,plattsburgh.edu
State University of New York at Potsdam,http://potsdam.edu,Potsdam,NY,http://potsdam.edu,potsdam.edu
Pratt Institute,http://pratt.edu,Brooklyn,NY,http://pratt.edu,pratt.edu
Purchase College,http://purchase.edu,Purchase,NY,http://purchase.edu,purchase.edu
Rochester Institute of Technology,http://rit.edu,Rochester,NY,http://rit.edu,rit.edu
Roberts Wesleyan College,http://roberts.edu,Rochester,NY,http://roberts.edu,roberts.edu
University of Rochester,http://rochester.edu,Rochester,NY,http://rochester.edu,rochester.edu
Rensselaer Polytechnic Institute,http://rpi.edu,Troy,NY,http://rpi.edu,rpi.edu
The Sages Colleges,http://sage.edu,Troy,NY,http://sage.edu,sage.edu
Saint Bonaventure University,http://sbu.edu,Saint Bonaventure,NY,http://sbu.edu,sbu.edu
The New York Conservatory for Dramatic Arts,http://sft.edu,New York,NY,http://sft.edu,sft.edu
Siena College,http://siena.edu,Loudonville,NY,http://siena.edu,siena.edu
Saint John Fisher College,http://sjfc.edu,Rochester,NY,http://sjfc.edu,sjfc.edu
Skidmore College,http://skidmore.edu,Saratoga Springs,NY,http://skidmore.edu,skidmore.edu
Sarah Lawrence College,http://slc.edu,Yonkers,NY,http://slc.edu,slc.edu
Saint Bernard's School of Theology and Ministry,http://stbernards.edu,Rochester,NY,http://stbernards.edu,stbernards.edu
Saint John's University,http://stjohns.edu,Queens,NY,http://stjohns.edu,stjohns.edu
Saint Lawrence University,http://stlawu.edu,Canton,NY,http://stlawu.edu,stlawu.edu
Stony Brook University,http://stonybrook.edu,Stony Brook,NY,http://stonybrook.edu,stonybrook.edu
Stony Brook Medicine,http://stonybrookmedicine.edu,Stony Brook,NY,http://stonybrookmedicine.edu,stonybrookmedicine.edu
The College of Saint Rose,http://strose.edu,Albany,NY,http://strose.edu,strose.edu
State University of New York,http://suny.edu,(multiple locations),NY,http://suny.edu,suny.edu
State University of New York at Adirondack,http://sunyacc.edu,Queensbury,NY,http://sunyacc.edu,sunyacc.edu
State University of New Institute of Technology,http://sunyit.edu,Utica,NY,http://sunyit.edu,sunyit.edu
Jamestown Community College,http://sunyjcc.edu,Jamestown,NY,http://sunyjcc.edu,sunyjcc.edu
Orange County Community College,http://sunyorange.edu,Middletown,NY,http://sunyorange.edu,sunyorange.edu
Rockland Community College,http://sunyrockland.edu,Suffern,NY,http://sunyrockland.edu,sunyrockland.edu
Suffolk County Community College,http://sunysuffolk.edu,(multiple locations),NY,http://sunysuffolk.edu,sunysuffolk.edu
Westchester Community College,http://sunywcc.edu,Valhalla,NY,http://sunywcc.edu,sunywcc.edu
Syracuse University,http://syr.edu,Syracuse,NY,http://syr.edu,syr.edu
Tompkins Cortland Community College,http://tc3.edu,Dryden,NY,http://tc3.edu,tc3.edu
The Touro College and University System,http://touro.edu,New York,NY,http://touro.edu,touro.edu
Touro College Jacob D. Fuchsberg Law Center,http://tourolaw.edu,Central Islip,NY,http://tourolaw.edu,tourolaw.edu
Upstate Medical University,http://upstate.edu,Syracuse,NY,http://upstate.edu,upstate.edu
United States Military Academy West Point,http://usma.edu,West Point,NY,http://usma.edu,usma.edu
Utica College,http://utica.edu,Utica,NY,http://utica.edu,utica.edu
Vassar College,http://vassar.edu,Poughkeepsie,NY,http://vassar.edu,vassar.edu
Wagner College,http://wagner.edu,Staten Island,NY,http://wagner.edu,wagner.edu
Wells College,http://wells.edu,Aurora,NY,http://wells.edu,wells.edu
Yeshiva University,http://yu.edu,New York,NY,http://yu.edu,yu.edu
Canton State University of New York,http://canton.edu,Canton,NY,http://canton.edu,canton.edu
Excelsior College,http://excelsior.edu,Albany,NY,http://excelsior.edu,excelsior.edu
Culinary Institute of America,http://ciachef.edu,Hyde Park,NY,http://ciachef.edu,ciachef.edu
Ashland University,http://ashland.edu,Ashland,OH,http://ashland.edu,ashland.edu
Aultman College of Nursing and Health Sciences,http://aultmancollege.edu,Canton,OH,http://aultmancollege.edu,aultmancollege.edu
Belmont College,http://belmontcollege.edu,Saint Clairsville,OH,http://belmontcollege.edu,belmontcollege.edu
Bowling Green State University,http://bgsu.edu,Bowling Green,OH,http://bgsu.edu,bgsu.edu
Baldwin Wallace University,http://bw.edu,Berea,OH,http://bw.edu,bw.edu
Capital University,http://capital.edu,Columbus,OH,http://capital.edu,capital.edu
Case Western Reserve University,http://case.edu,Cleveland,OH,http://case.edu,case.edu
Cincinnati College of Mortuary Science,http://ccms.edu,Cincinnati,OH,http://ccms.edu,ccms.edu
Cedarville University,http://cedarville.edu,Cedarville,OH,http://cedarville.edu,cedarville.edu
Central State University,http://centralstate.edu,Wilberforce,OH,http://centralstate.edu,centralstate.edu
Cincinnati State Technical and Community College,http://cincinnatistate.edu,Cincinnati,OH,http://cincinnatistate.edu,cincinnatistate.edu
Central Ohio Technical College,http://cotc.edu,Newark,OH,http://cotc.edu,cotc.edu
Columbus State Community College,http://cscc.edu,Columbus,OH,http://cscc.edu,cscc.edu
Cleveland State University,http://csuohio.edu,Cleveland,OH,http://csuohio.edu,csuohio.edu
Western Reserve University,http://cwru.edu,Cleveland,OH,http://cwru.edu,cwru.edu
Defiance College,http://defiance.edu,Defiance,OH,http://defiance.edu,defiance.edu
Denison University,http://denison.edu,Granville,OH,http://denison.edu,denison.edu
The University of Findlay,http://findlay.edu,Findlay,OH,http://findlay.edu,findlay.edu
Franklin University,http://franklin.edu,Columbus,OH,http://franklin.edu,franklin.edu
Heidelberg University,http://heidelberg.edu,Tiffin,OH,http://heidelberg.edu,heidelberg.edu
Hiram College,http://hiram.edu,Hiram,OH,http://hiram.edu,hiram.edu
Hocking College,http://hocking.edu,Nelsonville,OH,http://hocking.edu,hocking.edu
John Carroll University,http://jcu.edu,University Heights,OH,http://jcu.edu,jcu.edu
Kettering College,http://kc.edu,Kettering,OH,http://kc.edu,kc.edu
Kent State University,http://kent.edu,Kent,OH,http://kent.edu,kent.edu
Kenyon College,http://kenyon.edu,Gambier,OH,http://kenyon.edu,kenyon.edu
Lakeland Community College,http://lakelandcc.edu,Kirtland,OH,http://lakelandcc.edu,lakelandcc.edu
Lima Central Catholic High School,http://lcchs.edu,Lima,OH,http://lcchs.edu,lcchs.edu
Lorain County Community College,http://lorainccc.edu,Elyria,OH,http://lorainccc.edu,lorainccc.edu
Malone University,http://malone.edu,Canton,OH,http://malone.edu,malone.edu
Marietta College,http://marietta.edu,Marietta,OH,http://marietta.edu,marietta.edu
Miami University,http://miamioh.edu,Oxford,OH,http://miamioh.edu,miamioh.edu
University of Mount Union,http://mountunion.edu,Alliance,OH,http://mountunion.edu,mountunion.edu
Mount Saint Joseph University,http://msj.edu,Cincinnati,OH,http://msj.edu,msj.edu
Muskingum University,http://muskingum.edu,New Concord,OH,http://muskingum.edu,muskingum.edu
Mount Vernon Nazarene University,http://mvnu.edu,Mount Vernon,OH,http://mvnu.edu,mvnu.edu
North Central State College,http://ncstatecollege.edu,Mansfield,OH,http://ncstatecollege.edu,ncstatecollege.edu
Oberlin College and Conservatory,http://oberlin.edu,Oberlin,OH,http://oberlin.edu,oberlin.edu
Ohio University,http://ohio.edu,Athens,OH,http://ohio.edu,ohio.edu
Ohio Dominican University,http://ohiodominican.edu,Columbus,OH,http://ohiodominican.edu,ohiodominican.edu
Ohio State University,http://osu.edu,Columbus,OH,http://osu.edu,osu.edu
Ohio Northern University,http://onu.edu,Ada,OH,http://onu.edu,onu.edu
Otterbein University,http://otterbein.edu,Westerville,OH,http://otterbein.edu,otterbein.edu
Owens Community College,http://owens.edu,Perrysburg,OH,http://owens.edu,owens.edu
Ohio Wesleyan University,http://owu.edu,Delaware,OH,http://owu.edu,owu.edu
University of Rio Grande,http://rio.edu,Rio Grande,OH,http://rio.edu,rio.edu
Shawnee State University,http://shawnee.edu,Portsmouth,OH,http://shawnee.edu,shawnee.edu
Sinclair Community College,http://sinclair.edu,Dayton,OH,http://sinclair.edu,sinclair.edu
Tiffin University,http://tiffin.edu,Tiffin,OH,http://tiffin.edu,tiffin.edu
Cuyahoga Community College,http://tri-c.edu,Cleveland,OH,http://tri-c.edu,tri-c.edu
The University of Akron,http://uakron.edu,Akron,OH,http://uakron.edu,uakron.edu
University of Cincinnati,http://uc.edu,Cincinnati,OH,http://uc.edu,uc.edu
University of Cincinnati Blue Ash,http://ucblueash.edu,Blue Ash,OH,http://ucblueash.edu,ucblueash.edu
University of Cincinnati Clermont,http://ucclermont.edu,Batavia,OH,http://ucclermont.edu,ucclermont.edu
University of Dayton,http://udayton.edu,Dayton,OH,http://udayton.edu,udayton.edu
Urbana University,http://urbana.edu,Urbana,OH,http://urbana.edu,urbana.edu
Ursuline College,http://ursuline.edu,Pepper Pike,OH,http://ursuline.edu,ursuline.edu
University of Toledo,http://utoledo.edu,Toledo,OH,http://utoledo.edu,utoledo.edu
Walsh University,http://walsh.edu,North Canton,OH,http://walsh.edu,walsh.edu
Wilmington College,http://wilmington.edu,Wilmington,OH,http://wilmington.edu,wilmington.edu
Wittenberg University,http://wittenberg.edu,Springfield,OH,http://wittenberg.edu,wittenberg.edu
The College of Wooster,http://wooster.edu,Wooster,OH,http://wooster.edu,wooster.edu
Wright State University,http://wright.edu,Dayton,OH,http://wright.edu,wright.edu
Xavier University,http://xavier.edu,Cincinnati,OH,http://xavier.edu,xavier.edu
Youngstown State University,http://ysu.edu,Youngstown,OH,http://ysu.edu,ysu.edu
Cameron University,http://cameron.edu,Lawton,OK,http://cameron.edu,cameron.edu
Connors State College,http://connorsstate.edu,(multiple locations),OK,http://connorsstate.edu,connorsstate.edu
East Central University,http://ecok.edu,Ada,OK,http://ecok.edu,ecok.edu
Langston University,http://langston.edu,Langston,OK,http://langston.edu,langston.edu
Mid-America Christian University,http://macu.edu,Oklahoma City,OK,http://macu.edu,macu.edu
Meridian Technology Center,http://meridiantech.edu,Stillwater,OK,http://meridiantech.edu,meridiantech.edu
Northeastern State University,http://nsuok.edu,Tahlequah,OK,http://nsuok.edu,nsuok.edu
Northwestern Oklahoma State University,http://nwosu.edu,Alva,OK,http://nwosu.edu,nwosu.edu
Oklahoma Christian University,http://oc.edu,Edmond,OK,http://oc.edu,oc.edu
Oklahoma City Community College,http://occc.edu,Oklahoma City,OK,http://occc.edu,occc.edu
Oklahoma City University,http://okcu.edu,Oklahoma City,OK,http://okcu.edu,okcu.edu
Oklahoma State University,http://okstate.edu,Stillwater,OK,http://okstate.edu,okstate.edu
Oral Roberts University,http://oru.edu,Tulsa,OK,http://oru.edu,oru.edu
Oklahoma State University Institue of Technology,http://osuit.edu,Okmulgee,OK,http://osuit.edu,osuit.edu
The University of Oklahoma,http://ou.edu,Norman,OK,http://ou.edu,ou.edu
The University of Oklahoma Health Sciences Center,http://ouhsc.edu,Oklahoma City,OK,http://ouhsc.edu,ouhsc.edu
Rose State College,http://rose.edu,Oklahoma City,OK,http://rose.edu,rose.edu
Rogers State University,http://rsu.edu,Claremore,OK,http://rsu.edu,rsu.edu
Southeastern Oklahoma State University,http://se.edu,Durant,OK,http://se.edu,se.edu
Southwestern Christian University,http://swcu.edu,Bethany,OK,http://swcu.edu,swcu.edu
Southwestern Oklahoma State Univeristy,http://swosu.edu,Weatherford,OK,http://swosu.edu,swosu.edu
Tulsa Community College,http://tulsacc.edu,Tulsa,OK,http://tulsacc.edu,tulsacc.edu
University of Central Oklahoma,http://uco.edu,Edmond,OK,http://uco.edu,uco.edu
University of Science and Arts of Oklahoma,http://usao.edu,Chickasha,OK,http://usao.edu,usao.edu
University of Tulsa,http://utulsa.edu,Tulsa,OK,http://utulsa.edu,utulsa.edu
Western Oklahoma State College,http://wosc.edu,Altus,OK,http://wosc.edu,wosc.edu
Blue Mountain Community College,http://bluecc.edu,Pendleton,OR,http://bluecc.edu,bluecc.edu
Clatsop Community College,http://clatsopcc.edu,Astoria,OR,http://clatsopcc.edu,clatsopcc.edu
Central Oregon Community College,http://cocc.edu,Bend,OR,http://cocc.edu,cocc.edu
Columbia School of English,http://cs.edu,Portland,OR,http://cs.edu,cs.edu
Concordia University Portland Oregon,http://cu-portland.edu,Portland,OR,http://cu-portland.edu,cu-portland.edu
Eastern Oregon University,http://eou.edu,La Grande,OR,http://eou.edu,eou.edu
George Fox University,http://georgefox.edu,Newberg,OR,http://georgefox.edu,georgefox.edu
Lane Community College,http://lanecc.edu,Eugene,OR,http://lanecc.edu,lanecc.edu
Lewis and Clark,http://lclark.edu,Portland,OR,http://lclark.edu,lclark.edu
Linfield College,http://linfield.edu,McMinnville,OR,http://linfield.edu,linfield.edu
Linn-Benton Community College,http://linnbenton.edu,Albany,OR,http://linnbenton.edu,linnbenton.edu
Marylhurst University,http://marylhurst.edu,Marylhurst,OR,http://marylhurst.edu,marylhurst.edu
National College of Natural Medicine,http://ncnm.edu,Portland,OR,http://ncnm.edu,ncnm.edu
Oregon Health and Science University,http://ohsu.edu,Portland,OR,http://ohsu.edu,ohsu.edu
Oregon State University,http://oregonstate.edu,Corvallis,OR,http://oregonstate.edu,oregonstate.edu
Pacific University Oregon,http://pacificu.edu,Forest Grove,OR,http://pacificu.edu,pacificu.edu
Portland Community College,http://pcc.edu,Portland,OR,http://pcc.edu,pcc.edu
Portland State University,http://pdx.edu,Portland,OR,http://pdx.edu,pdx.edu
Reed College,http://reed.edu,Portland,OR,http://reed.edu,reed.edu
Rogue Community College,http://roguecc.edu,Grants Pass,OR,http://roguecc.edu,roguecc.edu
Southwestern Oregon Community College,http://socc.edu,Coos Bay,OR,http://socc.edu,socc.edu
Southern Oregon University,http://sou.edu,Ashland,OR,http://sou.edu,sou.edu
University of Oregon,http://uoregon.edu,Eugene,OR,http://uoregon.edu,uoregon.edu
University of Portland,http://up.edu,Portland,OR,http://up.edu,up.edu
Warner Pacific College,http://warnerpacific.edu,Portland,OR,http://warnerpacific.edu,warnerpacific.edu
Willamette University,http://willamette.edu,Salem,OR,http://willamette.edu,willamette.edu
Western Oregon University,http://wou.edu,Monmouth,OR,http://wou.edu,wou.edu
Allegheny College,http://allegheny.edu,Meadville,PA,http://allegheny.edu,allegheny.edu
Alvernia University,http://alvernia.edu,Reading,PA,http://alvernia.edu,alvernia.edu
Arcadia University,http://arcadia.edu,Glenside,PA,http://arcadia.edu,arcadia.edu
Baptist Bible College & Seminary,http://bbc.edu,Clarks Summit,PA,http://bbc.edu,bbc.edu
Butler County Community College,http://bc3.edu,Butler,PA,http://bc3.edu,bc3.edu
Bloomsburg University,http://bloomu.edu,Bloomsburg,PA,http://bloomu.edu,bloomu.edu
Bryn Mawr College,http://brynmawr.edu,Bryn Mawr,PA,http://brynmawr.edu,brynmawr.edu
Bucknell University,http://bucknell.edu,Lewisburg,PA,http://bucknell.edu,bucknell.edu
Bucks County Community College,http://bucks.edu,Newtown,PA,http://bucks.edu,bucks.edu
California University of Pennsylvania,http://calu.edu,California,PA,http://calu.edu,calu.edu
Carlow University,http://carlow.edu,Pittsburgh,PA,http://carlow.edu,carlow.edu
Community College of Allegheny County,http://ccac.edu,(multiple locations),PA,http://ccac.edu,ccac.edu
Community College of Philadelphia,http://ccp.edu,Philadelphia,PA,http://ccp.edu,ccp.edu
Cedar Crest College,http://cedarcrest.edu,Allentown,PA,http://cedarcrest.edu,cedarcrest.edu
Chatham University,http://chatham.edu,Pittsburgh,PA,http://chatham.edu,chatham.edu
Chestnut Hill College,http://chc.edu,Philadelphia,PA,http://chc.edu,chc.edu
Clarion University,http://clarion.edu,Clarion,PA,http://clarion.edu,clarion.edu
